Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Customer,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
10/10/16,Bank account or service,Savings account,"Account opening, closing, or management",None,While trying to apply for my first credit card at wells fargo I did not pass the red screen. They told me i had accounts not paid for as agreed. There were no records that i was sent to collections or had accounts closed. I also received a new job but they pulled their offer a few days before i was supposed to start because of some accounts on my credit and now i have been unemployed for over 3 weeks. Wells Fargo recommended i contact experian to see my credit report and sure enough i had XXXX business accounts sent to collections by wells fargo. I took the account number and contacted wells fargo and had them show me the applications for these accounts. While going over the accounts the banker who i 've never worked with or a branch i 've ever been to created a fake business and opened XXXX accounts. They also put my mothers phone as the business number and left other information incomplete. To top it all off there are no signatures on the applications. They are left blank and a box that states i submitted these applications manually.,None,WELLS FARGO & COMPANY,AZ,857XX,None,Consent provided,Web,10/10/16,Closed with explanation,No,No,2153331
07/17/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"I received a revised XXXX form from an online banking company earlier this year. It said the income they had said I earned in 2014 was not correct ; that they had made a mistake and I actually earned {$19.00} less than what was originally stated. I contacted them, and was assured this was not a mistake. In order to make my 2014 tax revision, I have had to gather online banking and credit card statements, as well as invoices from an online auction company I sell items through. This has led me to find MAJOR discrepencies in the accounting of these accounts ; recurring payments have been omitted, charges I did not make are on my statements and transaction records, and my invoices have been altered by hand, and are not in the correct document format. I have contacted all of these institutions, to no avail -they all assert that no fraud has occurred. My bank also issued a "" standard '' form letter to me, saying, in part, that because I made regular payments, there was no fraud. Please advise me on this most distressing matter.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,OR,972XX,None,Consent provided,Web,07/17/16,Closed with explanation,Yes,No,2015934
11/13/16,Bank account or service,Checking account,"Account opening, closing, or management",None,I used to bank with navy federal and every time my loan became delinquent navy federal would freeze my bank account until I made a payment to them. I here that there is a law suite about these type of ordeals happening and am wondering how to attach myself to the law suite .,Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,NC,None,Servicemember,Consent provided,Web,11/13/16,Closed with explanation,Yes,No,2206144
06/25/16,Bank account or service,Savings account,"Account opening, closing, or management",None,"On XXXX XXXX, XXXX, I closed an account at XXXX XXXX and took the cashiers check to my Bank, Branch Banking and Trust, XXXX XXXX, XXXX Va, to open a savings account to be linked to my checking account. I have had a checking account with BB & T since XX/XX/XXXX and have always handled the account in a satisfactory manner. I had a balance of {$8000.00} in the checking account, collected funds. While at BB & T they treated me like a criminal, but that is not why I am complaining. I opened the saving account for {$20000.00}. Approximately {$19000.00} with the cashiers check and the other transferred from my checking account. I am complaing because they pulled a credit report on me without my authorization. It showed up on Equifax as a hard pull. BB & T never disclosed to me that they would be running a credit report. Now the inquiry shows up on my credit report indicating I was trying to get credit. I never asked they for any credit and told them that I had no interest in receiving overdraft banking or a credit card. They put the cashiers check on a 7 day hold, which was fine with me. This should have given the proper assurance that the transaction would be valid.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BB&T CORPORATION,VA,None,Older American,Consent provided,Web,06/25/16,Closed with explanation,Yes,Yes,1984887
11/18/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"I attempted to refinance my home. Each time I spoke with them it was a new document they needed. I was told each time they needed nothing new. This went on for over 4 months. I even paid XXXX for an estimate to be completed on my home for the refinance out of pocket. I was then told the rate was no longer good, and I 'd have to wait.",None,"PLANET HOME LENDING, LLC",OR,973XX,None,Consent provided,Web,11/18/16,Closed,No,No,2215002
11/10/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"I have not used my Citibank credit card for a period of time. On XX/XX/XXXX, I made a purchase with the credit card. This transaction was successful, but any future transactions were declined. When I called the Citibank customer services, I was notified that my Citibank credit card account was closed on the same day. I did not have any overdue balance and did n't get an explanation why the bank closed down my account. I am concerned that the involuntary closure of my credit card account will affect my credit score.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,100XX,None,Consent provided,Web,11/10/16,Closed with explanation,Yes,No,2204839
6/9/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"Hi, I had a checking account at Citi and have a credit card. I opened my online account to monitor my credit card account first, then linked the checking account. Later, I closed my checking account. When I logged in my online account, they removed my credit card account access. I was not informed ever that I would not be able to access my credit card thru online account if I close the checking account. There are so many cyber crimes. Daily monitoring of credit card is very important. How the large bank makes such a unreasonable act. Closing checking account make impossible to access the other credit card information without any disclosure. They should not make such block or at worst it should be disclosed.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,113XX,None,Consent provided,Web,6/9/16,Closed with explanation,Yes,Yes,1959775
05/28/16,Bank account or service,Checking account,"Account opening, closing, or management",None,I opened a CitiGold account with an opening bonus of XXXX Thankyou points. But they refuse to issue the bonus to me when I meet with all requirements.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",CA,917XX,None,Consent provided,Web,05/28/16,Closed with explanation,Yes,No,1946182
03/15/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"USAA restricted my ability to access their banking website after i filed bankruptcy. Is this legal? I ca n't make deposits or set up electronic bill payment or transfer funds from trading accounts to bank accounts. I want to be able to access and manage my accounts through their main website.",Company believes it acted appropriately as authorized by contract or law,UNITED SERVICES AUTOMOBILE ASSOCIATION,KS,None,None,Consent provided,Web,03/15/16,Closed with explanation,Yes,No,1832600
7/12/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I applied for a Citigold bank account in response to an invitation from Citibank, offering me XXXX XXXX XXXX bonus miles within 90 days of completing XXXX banking activities within 60 days of account opening ( 1 bill payment for 2 months + spending {$1000.00} on the Citi debit card ). I completed the promotion terms in XX/XX/XXXX, and received confirmation from a Citi phone banking representatives that the bonus miles should post "" shortly '', but maximum within 90 days, so maximum by XX/XX/XXXX. It is now XX/XX/XXXX, and I have called Citibank multiple times to enquire about the status, and I keep being told that it should come through "" soon '' and that they are backed up on addressing such queries. At this point, Citibank is flat out in violation of the commitment they made to me in the offer, and have not made a reasonable effort to remedy the situation.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,100XX,None,Consent provided,Web,7/12/16,Closed with explanation,Yes,No,2008925
07/25/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"CHASE MTG ACCOUNT NUMBERs : XXXX XXXX/XXXX/XXXX ATTENTION TO DISPUTE DEPARTMENT : Dear XXXX : I am a victim of identity theft. An identity thief used my personal information without my permission to open an account several account in my name this debt is not mine. I have enclosed proof of my identity and a copy of my Identity Theft Report. In accordance with the Fair Debt Collection Practices Act, I am asking you to stop collection proceedings against me and stop communicating with me about this debt, except as the Fair Credit Reporting Act allows. I also ask that you CHASE MTG or any company associate with this account # XXXX and tell them the debt is the result of identity theft. I have enclosed a copy of the Federal Trade Commission 's police report Notice to Furnishers of Information. It explains your responsibilities under the Fair Credit Reporting Act ( FCRA ). The FCRA requires that debt collectors give an identity theft victim documents related to an account if the victim asks. Please send me copies of all records relating to the account, including : date account open all sign original contract including : Account applications made on paper, online, or by telephone Account statements or invoices Records of payment or charge slips Delivery addresses associated with the account Records of phone numbers used to activate or access the account Signatures on applications and accounts Investigators report Please send me a letter explaining what you have done to : CHASE MTG or any company associate with this account that the debt is the result of identity theft Stop collection proceedings against me Stop reporting information about the debt to credit reporting companies Provide me with the records I request Thank you for your cooperation. Sincerely, XXXX, XXXX SOC SEC # XXXX DOB XXXX/XXXX/XXXX ADDRESS XXXX XXXX XXXX XXXX, XXXX, XXXX XXXX",None,JPMORGAN CHASE & CO.,FL,330XX,None,Consent provided,Web,07/25/16,Closed with explanation,Yes,No,2027213
06/27/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,My wife filed for bankruptcy years ago.The mortgage company put a lien on our home and she paid it off. The bank sent a letter stating the debt was paid in full but now they will not remove the lien. This has been going on for two years.,Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",PA,None,None,Consent provided,Web,06/27/15,Closed with explanation,Yes,Yes,1441425
10/4/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,Bank of America has placed a Hard Inquiry on my Equifax report without me giving them permission to do so.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,None,None,Consent provided,Web,10/4/16,Closed with explanation,Yes,No,2145965
06/18/15,Bank account or service,Checking account,"Account opening, closing, or management",None,"In late XXXX, I opened a checking account using a promotion offering me {$400.00} if I opened an account and received XXXX deposits of {$250.00} of more within 60 days of account opening. I received XXXX deposits from my employer throughout XXXX but never received the {$400.00} that were promised. After contacting customer service, I was told repeatedly that I did not qualify for this offer because it was invite-only and I was not on their list, even though the offer page clearly showed my name.",None,CAPITAL ONE FINANCIAL CORPORATION,CA,941XX,None,Consent provided,Web,06/18/15,Closed with explanation,Yes,No,1427586
08/26/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"I was an account holder at Suntrust when I applied for a secured credit card in hopes of improving my credit. I was turned down. About a year later I was completing a transaction inside the lobby with a teller when she informed me "" XXXX XXXX, it says here that you are pre-approved for our secured credit card ''. I was very surprised since I was turned down a year ago. I expressed my doubts to her and to another associate who had joined in the conversation. They both said that I was pre-approved and that it would only take a couple minutes to reply. Against my better judgement I allowed them to submit the applic. Well, sure enough I received the rejection letter XXXX days later. I feel that Suntrust lied to me, betrayed me, and mislead me. So instead of helping me improve my credit, they have probably made things worse for me. I filed my complaint with Suntrust and was assured that someone would get back to me. No one did. I called a XXXX time about XXXX weeks later and was given a case # and was assured that someone would get back to me. No one did. I called a third time and the CSR was not interested in my case # and insisted that I provide her all sorts of personal info despite the fact that I no longer have an account with Suntrust. It is quite apparent that Suntrust has no intention of discussing the matter with me.",Company chooses not to provide a public response,"SUNTRUST BANKS, INC.",FL,346XX,None,Consent provided,Web,08/26/15,Closed with non-monetary relief,Yes,Yes,1537257
9/3/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"Today is XX/XX/2016 After me receiving my direct deposit on XX/XX/XXXX, I submitted all of my checks and ach deposits for payment only learning as of today Chase closed my account, when asked why they explained to me they did not have to supply reason only leaving me to now ask them for enough money to survive until they were to send me my remainder money through mail in ten of fourteen days. Well while I talked them into at least giving me {$1000.00} the remainder {$1200.00} will not be distributed to me until 10 to 14 days in a check in which this has cause me great hardship in getting my bills paid on time and without late fee or penalty. I want to complain the fact they closed my account without providing me proper notice of a closer and the fact they cause me insulting inconsolable inconvenience and an embarrassment state of closing my account.",None,JPMORGAN CHASE & CO.,IL,606XX,None,Consent provided,Web,9/3/16,Closed with explanation,Yes,Yes,2094981
6/11/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"Citibank has not provided new checking account promotional bonus as promised. I have been a Citibank customer for 19 years and have been very satisfied with all products, services and customer response levels. The current issue is with the Citibank response to the CITIGOLD CHECKING PROMOTION XXXX XXXX XXXX BONUS - earned but never received. Fees for this account are {$30.00} per month. In XXXX XXXX Citibank was offering a promotion for opening a new CITIGOLD checking account. On XXXX/XXXX/XXXX I requested a confirmation via Secure Message that I was eligible for PROMOTION - CODE # XXXX - XXXX MILES. ( Message Reference XXXX ). Citibank responded on XXXX/XXXX/XXXX and confirmed that I was eligible for XXXX XXXX XXXX promotion and provided the requirements for earning the XXXX XXXX XXXX miles promotion. ( Message Reference XXXX XXXX XXXX XXXX ). On XXXX/XXXX/XXXX I opened the account and made an initial deposit. I then met all requirements completely as Citibank requested in their Secure Message Response of XXXX/XXXX/XXXX Ref. XXXX for earning the promotion. On XXXX/XXXX/XXXX I requested confirmation that I had met all requirements for earning the promotion XXXX XXXX miles and requested the timing of receiving the promotional miles. ( Message Reference XXXX ). On XXXX/XXXX/XXXX Citibank responded, stating that I had met all requirements in XXXX XXXX and that XXXX miles would post to my XXXX account by XXXX/XXXX/XXXX ( Message Reference XXXX XXXX XXXX ). On XXXX/XXXX/XXXX via SECURE CHAT, I requested an update since I had not received the promotional miles in my XXXX account. I was told an INVESTIGATION would be submitted ( Reference XXXX XXXX ). On XXXX/XXXX/XXXX via Secure Message I requested another status update ( Message Reference XXXX ). On XXXX/XXXX/XXXX Citibank responded that my investigation was being reviewed and that a request would be submitted for it to be expedited ( Message Reference XXXX XXXX XXXX ). On XXXX/XXXX/XXXX I again requested an update and stated that my next step would be to file CFPB complaint if Citibank did not resolve this issue. ( Message Reference XXXX ) On XXXX/XXXX/XXXX Citibank responded that the INVESTIGATION was still pending and had been expedited ( Message Reference XXXX XXXX XXXX ). On XXXX/XXXX/XXXX I again requested an update and requested that a manager from the executive department call me. ( Message Reference XXXX ) On XXXX/XXXX/XXXX Citibank responded that INVESTIGATION was still in processing. The issue is not resolved. On XXXX/XXXX/XXXX I submitted this CFPB complaint.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",OH,442XX,None,Consent provided,Web,6/11/16,Closed with non-monetary relief,Yes,No,1965111
08/16/16,Bank account or service,Savings account,"Account opening, closing, or management",None,"I am a victim of identity theft. Several years ago my bank, XXXX, had a data breach. My sensitive information including name, social security number, date of birth and address were sent to over XXXX people. Several accounts were open in my name without my knowledge or consent. These accounts were opened as a result of this identity theft. Later I also suffered a hack due to XXXX and XXXX. I have attached documentation of the identity theft and hack. I disputed this directly with the company and did not get a response. I am disputing these accounts due to identity theft.",None,AMERICAN EXPRESS COMPANY,TX,787XX,None,Consent provided,Web,08/16/16,Closed with non-monetary relief,Yes,No,2065422
08/13/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"State Farm Bank has decided on XXXX XXXX to block access to my data accessed through the bank 's website. I manage all of my finances using XXXX by XXXX. See below for the email. I spoke with XXXX XXXX XXXX, at State Farm Bank on Saturday, XXXX XXXX. He said that this was a bank-wide policy, and there were unable to reverse their decision to restore access. He informed met that this policy change is being done to protect my information. The use of my information and the trust that I place in XXXX in my business. The blocking of my access to my information I have been harmed. I will be closing these accounts if this access can not be restored. Here is the text from the email provided : You are receiving this email because you have been identified as a State Farm ( R ) customer who has a relationship with XXXX ( Finicity ) and XXXX XXXX XXXX XXXX ( XXXX ) provider ( s ) .1 State Farm works hard to stay up to date on the latest ways to keep your personal information secure. With that in mind, we 've decided to discontinue your XXXX provider 's access to your online account information as of XXXX XXXX, 2016. This means you will no longer be able to include any State Farm products within your XXXX provider 's website view.2 We apologize for any inconvenience this may cause in managing your financial accounts, but we believe it is the best way to ensure the details of your account with us are safe. Learn more about how State Farm keeps your personal information secure by visiting our privacy and security page. You will still be able to access your State Farm policies and accounts anytime by logging in online using the button below. You may also access your account information on the go with our Pocket Agent ( R ) app, which is available for Android and iOS devices.",None,"STATE FARM BANK, FSB",KS,None,None,Consent provided,Web,08/13/16,Closed with explanation,Yes,No,2062169
01/14/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"On XXXX XXXX between the hours of XXXX and XXXX I went to First National Bank located in XXXX XXXX , PA to close my savings account, after contacted them in the past by phone they indicated me that I must be in person to any branch in order to close the account. Around XXXX they made an automatic transaction to my savings account with I asked to close in the afternoon, I call them nex day XXXX XXXX to clarify why they made the transaction and overdraft my account and charge {$37.00} fee, if I was in person and with time the day before in the bank to closed the savings and avoid this situation. They give a number to contact a supervisor XXXX XXXX this person never spoke with and someone told me he contact you and he never call me.",Company chooses not to provide a public response,FIRST NATIONAL BANK OF PENNSYLVANIA,PA,None,None,Consent provided,Web,01/14/16,Closed with monetary relief,No,No,1743519
10/7/15,Bank account or service,Checking account,"Account opening, closing, or management",None,"Several months ago, Bank of America closed my Core Checking account. The account was in good standing and always had a positive balance. I inquired about why it was closed and where my remaining balance went. I was just told "" sometimes these accounts just get closed. '' When logging in to my account, I am not able to access any of my past statements.",Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,080XX,None,Consent provided,Web,10/7/15,Closed with explanation,Yes,Yes,1596563
03/14/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"There was fraud on my wells fargo secured credit card. I disputed the charge, wells contacted me and and we began the dispute resolution process. I spoke with the dispute resolution center several times. They assured me during this process I would not be debited the amount in dispute. On XXXX XXXX they suddenly closed all my accounts without warning and froze my account. I had asked if such an action would be taken during my conversations with the dispute team and was assured it would not. I now have no access to my funds and no other bank account as I was not prepared for such an aggressive and seemingly illegal maneuver.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NV,891XX,None,Consent provided,Web,03/14/16,Closed with explanation,Yes,No,1831722
5/5/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"For my non-qualified pension, in 2014 Wells Fargo took over administration. They insist on withholding Illinois income tax as if these pension payments were "" supplementary wages '' and that therefore the standard exemptions are not allowed. In both law and practice, this is incorrect. In law, by all legal definitions these payments are not wages or supplementary wages. In practice, when I fill out my Illinois tax return, I am able to apply my exemptions against these payments since my qualified pension is not taxable. A letter from the XXXX addressed to me states "" Wells Fargo is in error '' and that Wells Fargo should provide for exemptions when calculating withholding on these payments. Extensive correspondence with Wells Fargo has reached the stalemate as described above.",None,WELLS FARGO & COMPANY,IL,602XX,Older American,Consent provided,Web,5/5/15,Closed with explanation,Yes,Yes,1360819
09/13/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"Originally, I opened a single checking account at Wells Fargo. Agents of Wells Fargo then began opening new checking accounts and credit cards in my name, going so far as to move my balances around the different accounts. When I asked them to close all my accounts, they stated they would, but never did. This resulted in overdraft fees, and a huge negative impact to my credit.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,MO,65801,None,Consent provided,Web,09/13/16,Closed with explanation,No,Yes,2108872
04/13/15,Bank account or service,Checking account,"Account opening, closing, or management",None,"After years of being a "" good cutomer '' at Citizens Bank, they elected to terminate our business relationship. This included my wife 's business account ( a nonprofit ), her individual account, our joint account and a joint account with my son. This is done by sending a letter that looks like the rest of their junk mail and being given a week to clear my accounts. They said that the decision was permanent and final. They also said that they did not intend to give the reason. My credit scores are excellent and I have never been deliquent.They erased my bill paying functions and I have lost all records of recent transactions, including those they they decided to no honor. My funds are now frozen. They offer no explanations. This may be legal, but, certainly, not ethical. I suspect that this was triggerred by my wife 's nonprofit organization ( XXXX XXXX XXXX ) works in XXXX where they help with the education of children orphaned by XXXX through microluans to the familis and by direct educational support ( XXXX ). Funds are periodically wired to XXXX. Nevertheless, the operations are quite transparent. If this is the case, then they are guilty of a sloppy investigation. So, it must be something else.",None,"CITIZENS FINANCIAL GROUP, INC.",MA,None,Older American,Consent provided,Web,04/13/15,Closed with explanation,Yes,Yes,1328293
1/5/17,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"On XX/XX/2016 I received an email from my local Wells Fargo loan specialist XXXX XXXX stating that he and his manager had called my telephone number and that the person who answered the phone said that I had passed away. This was very concerning to me because I was about to leave out of town for two weeks so I had suspected some identity theft had occurred on my account and that someone was trying to access my funds. I immediately called Wells Fargo customer support to place a full freeze on my account because I had suspected nefarious activity and I also emailed back loan specialist XXXX XXXX to confirm that I was indeed alive and well. I am very concerned about what number XXXX XXXX called and if any of my personal details or information was revealed to an unknown individual. I have several loans and a solid business history with Wells Fargo. They have my complete and up-to-date information, including my current telephone number, so I do not understand how and why an employee of Wells Fargo was contacting another individual to talk about my personal account details. Other employees in the past have reached me at my correct number, so there should not be any confusion or misunderstandings. I would like Wells Fargo to investigate this issue and give me a full accounting into how this mix up occurred and whether my personal account details have been revealed to another unauthorized individual. I am concerned about the safety of my account and I will keep my account freeze until these concerns are alleviated. If XXXX XXXX called this unknown individual, it is possible that other employees may have as well and could have possibly revealed my confidential details, which is why I am so concerned and I need Wells Fargo to look into this matter. Also, is it normal protocol for an employee to email a customer to confirm that they are alive? That seems a little odd to me and I would think that I would be called instead.",None,WELLS FARGO & COMPANY,CA,930XX,None,Consent provided,Web,1/5/17,Closed with explanation,No,No,2273840
1/2/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I 've had XXXX business checking accounts with Bank of America for 15 years. On XXXX XXXX, 2015, they closed my accounts without adequate warning and with no reason given. ( they say they sent a notice in the mail a couple of months ago, but I never saw it ) - I was setup with online paper statements/alerts, and I was never sent an email warning, nor were there any warnings when I logged into my account. This has affected my business, resulted in multiple missed payments, and lots of inconvenience just as I was heading out for my XXXX holiday vacation. I want to find out why they closed my account with no reason.",Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",NC,286XX,None,Consent provided,Web,1/2/16,Closed with explanation,Yes,Yes,1724718
1/5/17,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"This complaint concerns a distribution from my old XXXX from Wells Fargo as a rollover to my new XXXX. Last year, I closed my Wells Fargo XXXX account and asked for a check for the entire balance to be made out to my new XXXX financial institution XXXX my name. I received a check in the amount of what I was told was the entire balance made out correctly. Subsequently, I was sent XXXX more checks that included small additional distribution amounts. Some of these checks were not made out the correct way, as in the money was distributed in my name instead of the name of my new financial institution. Every time I get XXXX of these checks, I have to print out the roll-over forums and mail everything priority mail to my new institution. More worryingly, this company made additional distributions in my name instead of the financial institution with XXXX. Because of this, I now owe a tax liability on this money. I was never asked for nor gave consent to have the checks made out to me, and I was very clear in the multiple calls I made prior to receiving this money that I wanted all checks to be made out to my new financial institution. I called Wells Fargo, and they refused to do anything about how these checks were made out or to redistribute it to me.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,937XX,None,Consent provided,Web,1/5/17,Closed with explanation,Yes,Yes,2276692
9/12/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I opened a no-fee checking account in XXXX 2013 for {$50.00} with Wells Fargo. I received a letter and statement in the mail my account was closed for lack of activity. I called requesting a refund of the {$50.00} and was told it would be mailed. Three to four weeks later I made a follow up call that I did not receive the refund. I was then told I had no refund because the money was used paying service charges. After complaining again, I was told since the prior person I spoke with stated I would get the refund, they would follow up. As of this writing, I still have not received the refund or any follow up. They stated because I was notified in previous statements it was my responsibility to have seen the notice and responded. I explained I was told no service charges and had no charges until recently and did not know my account was closed without my acknowledgement only after I went to a XXXX balance. I 've seen so much about Wells Fargo in the news between the bad student loans and opening false accounts for their customers and receiving the huge fines, I 'm feeling like I have been taken advantage of and should expect a full refund of {$50.00} Thank you,",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,TX,750XX,Older American,Consent provided,Web,9/12/16,Closed with explanation,Yes,No,2107989
09/18/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"My wallet was stolen in Downtown XXXX on XXXX XXXX, 2015. I realized this after an hour and immediately called Chase and my other credit card companies to cancel all of my credit cards. The thief did try to buy things and succeeded at spending about {$50.00} on food but was declined from spending over {$400.00} at Target. When I called Chase, I informed them that my wallet had been stolen. I got all my credit and debit cards canceled and re-issued, however Chase did not put a fraud alert on my accounts. Then, 10 days later, someone went into a Chase branch in XXXX, IL and impersonated me using my license, forged my signature and withdrew almost all the money from my checking and savings accounts. I realized this two days later and went to a Chase branch in person to close all of my accounts. When I went to my local Chase branch, the banker I was working with actually admitted that it was negligent for them to have not put any fraud warning on my accounts when I told them that my wallet had been stolen. He also said it was very unusual for someone to actually walk into a bank and impersonate someone else and withdraw money. He helped me file claims and told me it would take 10 business days for me to be refunded. The Chase banker told me that Chase will do their own investigation to figure out how and why this teller allowed someone who was n't me to withdraw my money but also told me that I was n't allowed to know anything about the investigation - I would not be told any results. He told me they 'd have to "" investigate '' to make sure that I was n't scamming them - pretending that my money was gone when in fact I had withdrawn it myself. I filed police reports and everything as well. Well, it has now been 13 business days and I have not been refunded. I just contacted Chase Claims department and without an apology they told me "" it '' just was n't done yet, meaning the "" investigation '' to make sure that I was n't making all this up. The woman on the phone acknowledged that it had been over their stated 10-day turnaround but offered me nothing else than a "" you 'll have to call back in 2-3 days. They 're short-staffed over there. '' I was already really angry at Chase for a ) not putting a fraud alert on my account when they knew my wallet had been stolen and b ) allowing some teller to distribute my money to a criminal who had impersonated me and now I 'm utterly disgusted with them for their lack of concern, negligence and slowness in resolving what was a HUGE mistake on their part. And I do n't even know IF they will be reimbursing me - they may come back and say that they think I 'm scamming them. On top of all of this, I set up security questions to be asked when I call over the phone. I just called them today and was not asked any of the security questions - just my name and address. And guess what? The person who stole my wallet has all of that information and could have easily pretended to be me. Chase needs to implement some better security procedures, such as asking a security question when you go to withdraw large amounts of money, and actually implementing the security questions when they say they will. I do not feel safe banking with them now, nor do I have any confidence in them. If this does not get resolved in a timely manner I will be moving banks.",None,JPMORGAN CHASE & CO.,IL,606XX,None,Consent provided,Web,09/18/15,Closed with monetary relief,Yes,No,1570665
1/3/17,Bank account or service,Savings account,"Account opening, closing, or management",None,I keep contacting the CFPB regarding unlawful fees that TD Bank keeps taking out of my account. Not only did TD bank not refund all the unlawful fees that they took from my account they keep taking. I was told by the banker who opened my account at the time that I would pay no fees if I keep a minimum balance of XXXX $ in my checking account and make a monthly payment to a saving account of XXXX $ that I will no pay any fees on. I was misinformed by the Bank they where taking XXXX $ from my personal account and XXXX $ per month from my savings account. After filling a complaint with the CFPB in the past some of the unlawful fees where refunded to me. However XXXX stated that it was worng. They are now doing the same thing again charging me with a XXXX $ maintance fee that they said it was a mistake and they will fix it. I keep saying it but my voice is not heard TD bank discriminates on the basis of religion and national origin they want me to close my account because I have a heavy XXXX accent so they cause a lot of problems with my account. They also discriminate when it comes to credit they decline credit for me when other lender would approve. I hope that the CFPB will investigate this bank for its unfair practices.,None,TD BANK US HOLDING COMPANY,NJ,070XX,None,Consent provided,Web,1/4/17,Closed with explanation,Yes,No,2273320
7/10/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"US Bank has arbitrarily and in a apparent retaliatory manner closed by account without fault of my own or reasons. It seems highly probable that this results from me complaining terrible service provided by its branch and Branch manager. I would like an explanation, apology and restoration of the account ( Not because I need the bank but because of the convenience for using one of its service : XXXX XXXX ). I would appreciate if you could assist resolving the matter. I have contacted US Bank but I have reached an impasse where no answer or explanation is available and no resolution path is proposed. I am sure that you realize that a bank closing arbitrarily accounts is rather strange and exceptional. None of my other banks ( or account with other merchants ) have ever been treated this way. Considering how and when it happens it is even more suspicious that it is retaliatory despite USBank having claimed zeal at resolving the previous matter that itself was not motivated. It certainly is not a context where USBank can argue that it can chose freely who it does business with! If USBank does not appreciate that I use its service only for one of its services ( XXXX XXXX ), then it could inform me with a proposal to that effect. It has never done so. And in any case, it is a bit difficult to believe that a bank dictates what a customer should do with its services. Is this legal? Why does it matter? How does it impact in any way USBank. Again no bank have ever questions my decisions to use them to save, to pay bill to invest etc. What happens? Was this all a orchestrated effort to get rid of me as a customer? It makes no sense. Your assistance in solving the matter ( Ideally with account restoration ) and at least obtaining clear explanation that can be publicized and understood by all the numerous US Bank customers in the XXXX XXXX would be extremely useful! And I really think that USBank is misbehaving and that it should be exposed to the public. Your help is appreciated. The sequence of events since XXXX 2016 is in attacehd documents",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,CA,945XX,None,Consent provided,Web,7/11/16,Closed with explanation,Yes,Yes,2005550
