Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Customer,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
09/30/15,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",None,"My brother, a XXXX veteran, died intestate on XXXX XXXX, 2015. I am XXXX of XXXX siblings, his only heirs. He lived in a XXXX XXXX XXXX in Texas. We hired a Texas attorney to file a Small Estate Affidavit. After a judge signed that, we sent a copy to his VA fiduciary. She ca n't access a CD she opened for my brother because Wells Fargo says the CD was not styled correctly. I have visited my Wells Fargo, who called their legal department, to no avail ; and our Texas attorney called the fiduciary 's bank and they wo n't help. The VA fiduciary has tried at her bank and they will not let her cash the CD to distribute the money. What can we do to get Wells Fargo to get the CD cashed and divide it XXXX ways to the heirs? Our attorney thinks the person at the bank who opened the CD for the VA fiduciary made a mistake. Should n't the bank correct its mistake? How can they withhold the money?",Company chooses not to provide a public response,WELLS FARGO & COMPANY,FL,None,None,Consent provided,Web,09/30/15,Closed with explanation,Yes,No,1587103
05/27/15,Bank account or service,Checking account,"Account opening, closing, or management",None,Earlier this month Wells Fargo Bank froze and closed my checking and savings account due to suspected fraud because my boss had me deposit some checks for him. Rather than the bank notify me or simply reject the deposit they have closed my accounts without releasing the funds and reported me to XXXX for suspected fraud. Since this occurred My other bank closed out my checking account and the new bank I tried denied me. I want this removed from the system somehow as it was not fraud and I am not in a financial position to hire a lawyer to sue them for all of the harm this is causing as I can not access my money that was in the accounts and have not been able to receive my payroll as there is no bank to route it to. Please help me I do not know what to do.,Company chooses not to provide a public response,WELLS FARGO & COMPANY,NY,None,None,Consent provided,Web,05/27/15,Closed with explanation,Yes,No,1393340
12/14/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"My XXXX credit report dated XXXX XXXX, 2016 included XXXX 15 year mortgages with Wells Fargo Bank. The information has been shared with Wells Fargo staff in XXXX XXXX, IA who stated on the phone that they are unable to identify these accounts in my name. We have NEVER had a 15 year mortgage.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,940XX,Older American,Consent provided,Web,12/15/16,Closed with explanation,Yes,No,2250022
8/5/16,Bank account or service,Savings account,"Account opening, closing, or management",None,BBVA COMPASS is committing fraud by deliberately giving incorrect info on fees to consumers on phone. I phoned XXXX to ask for fees to close XXXX account open less than six months. Was told no fee. This is incorrect. Fee is {$25.00}. BBVA is deliberately misleading consumers so it can profit from fees.,None,BBVA FINANCIAL CORPORATION,AZ,857XX,None,Consent provided,Web,8/5/16,Closed with explanation,Yes,Yes,2048803
06/29/16,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"Recently I had the opportunity to talk directly with XXXX XXXX XXXX at XXXX XXXX, CA and felt inspired to reach out to discuss an issue that occurred through one of the biggest military savings bank, USAA, in 2015. I had heard some of the benefits of SCRA and did plenty of research. I reached out to USAA and asked them if they would honor me, a 17 year XXXX XXXX XXXX, with SCRA benefits, for ex. lowering my APR on credit card bill. They responded with not only a no, we ca n't do anything for you, but stated that it only is good for those members that recently XXXX or were XXXX, and it 's only good for 60 days after you return or moved. I stated to them, per the law, these benefits were to extend to a servicemember during their entire commitment to the military and would terminate 30-90 days after discharge from the service. They stated that I was in fact incorrect, and that they were only required to cover a member with benefits from SCRA if they were XXXX. They even had a clause that stated if you achieved a XXXX, that it may qualify you for the SCRA benefits. I submitted my XXXX, and they stated it was too far out of the window. I have copies of both denial letters. My frustration is that other banks can honor different things with the same law. I 've had some military members ask their bank about SCRA and they had granted the lower APR while on XXXX XXXX even if there was a debt incurred prior to active service. Some actually received back pay for their credit card interest over 6 %. Maybe it is my own personal feelings, but how is this equal that a person can incur massive debt prior to the military, apply for SCRA and have his APR reduced to about 6 % and it remains active for 20+ years but a young XXXX that was a bit more financially responsible can not receive the same benefits if they inquired about SCRA the first day after enlisting? They may choose to spend the next 20 years fighting for a lower APR by constantly charging higher APR credit cards that they qualify for, take out several loans, store credit cards, trying hard just to maintain their credit and perhaps never reach a 6 % APR? According to USAA, you only can qualify for SCRA benefits if you have orders to PCS or deploy and that will only be good until you return to your homestation.",Company believes it acted appropriately as authorized by contract or law,UNITED SERVICES AUTOMOBILE ASSOCIATION,CA,956XX,Servicemember,Consent provided,Web,06/29/16,Closed with explanation,Yes,No,1990313
11/30/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"I have an Health Savings Account which I learned was managed by UMB Bank. In XXXX, I wanted to use the remaining balance in my HSA fund. I pulled up my HSA account website to verify the amount, which was {$18.00}. I used that exact amount for a medical bill. Afterwards, I received an overdraft bill from UMB Bank stating that my balance was below {$18.00} and applied a {$25.00} NSF fee. I called to inquire why my balance was below {$18.00} and why it was different from what the HSA account website displayed. UMB Bank told me that there was a monthly service fee that they incurred, which I was unaware of. I do not recall receiving any document regarding this "" monthly service fee. "" This monthly service fee is what reduced my balance below {$18.00}, thus generating the overdraft scenario. At that time, my balance from UMB was negative {$33.00} and still incurring monthly service fees until I close the account. This started around mid XXXX and now my balance is - {$36.00} due to add'l monthly service fees until I close the account. As a consumer, I feel like this is terribly unreasonable as the information I had always used to verify my balance was inaccurate and I was not aware of the monthly service charge which caused the overdraft scenario. UMB Bank has been unhelpful and dismissive when I try to contact them to fairly resolve this issue. They 've just demanded payment or else they will keep incurring the monthly service charge. XXXX",Company believes it acted appropriately as authorized by contract or law,"UMB BANK, NATIONAL ASSOCIATION",WA,980XX,None,Consent provided,Web,11/30/15,Closed with monetary relief,Yes,No,1676154
05/23/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I recently signed up for a bank account with Citibank due to a promotion they were offering of XXXX XXXX XXXX miles upon successful completion of certain requirements. The promotion was confirmed to be attached to my account with an online chat representative and I completed the requirements. However, Citibank is now stating I am ineligible for the promotion and will not credit me the miles. Since there is not even a Citibank branch near my house or work, the bonus was a strong factor in applying for the account and outweighed the lack of convenience and got me to deposit my funds with their bank. I believe it would be deceptive and bad practice to not honor this promotion since it was a strong factor in even choosing their bank.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",GA,303XX,None,Consent provided,Web,05/23/16,Closed with explanation,Yes,No,1937783
11/25/15,Bank account or service,Checking account,"Account opening, closing, or management",None,"Citibank stopped providing me access to my accounts. They disconnect calls to customer service after hours of wait time, transfers and do nothing representatives. They have not replaced my expired debit card. After months of harassing emails to switch to paperless, I agreed. Now I do not know my account number nor the address registered to the account. I have moved from XXXX to XXXX. They will not help me regain access to the XXXX of dollars I have on deposit. I just want to have access to my money.",Company chooses not to provide a public response,"CITIBANK, N.A.",IN,None,None,Consent provided,Web,11/25/15,Closed with monetary relief,Yes,No,1671969
06/30/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"Navy Federal Credit Unionsays I owe them money but will not show me any account documents, wont send them to my only known address, Our LAW FIRM sent NFCU and XXXX & XXXX Affidavits stating XXXX XXXX XXXX XXXX address at XXXX XXXX XXXX XXXX XXXX WA XXXX and no other. NFCU continues to LIE and comitt criminal activity, their phone number NFCU 's XXXX is always busy and NFCU is rude and refuses to address this issue. If the accounts of service members are being compromised then this is a national security issue. At the very least their should be correspondence from NFCU to XXXX XXXX XXXX XXXX, there is NOT! Please understand that this needs to be turned over to the Department of JUSTICE for continued criminal investigation. MORE DATA BELOWResponse disputedXXXX said : Explanation of closureXXXX has reviewed the complaint and its records. The disputed address XXXX XXXX XXXX XXXX has been deleted and the disputed Navy FCU XXXX is currently not reporting on the XXXX credit file. ReliefThe disputed address has been deleted. ResponseXXXX reviewed the complaint, its records and initiated a reinvestigation. *XXXX did not receive any additional communications from the consumer during the review of the complaint. *XXXX will mail the results of the reinvestigation within XXXX days. WHAT HAPPENEDProduct Credit reportingIssue Credit monitoring or identity protection : Problem with fraud alerts ( initial 90-day, extended, active duty, etc. ) Describe what happened so we can understand the issue ... Identity Thief tried to establish a Navy Federal Credit Union AccountThe Identity Thief 's address isCurrent/Previous Street Address Date Reported TelephoneCurrent XXXX XXXX XXXX XXXX, FL XXXX First Reported XXXX/2015Last Reported XXXX/XXXX/2015 -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -for which I notified the Criminal Division & Civil Rights Divisions in the Dept of JUSTICE -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -",Company believes it acted appropriately as authorized by contract or law,NAVY FEDERAL CREDIT UNION,WA,None,None,Consent provided,Web,7/1/15,Closed with non-monetary relief,Yes,No,1444159
11/25/15,Bank account or service,Checking account,"Account opening, closing, or management",None,"I opened a Charter One/Citizens Checking account back in XXXX of 2015 and it 's been a nightmare since. I 've been charged at least $ XXXX {$2000.00} in overdraft fees. Some I am at fault but a bunch of others I am clearly not at fault. I have called their customer service line 4-5 times throughout the months and what 's available online with the customer banking is totally different than what shows. The call I made today was in regards to XXXX overdraft fees that randomly popped up. So I called, once again to see why. I was told they were for XXXX transactions that posted on the XXXX ( not once showing me in the negative ). Needless to say they have gotten me numerous times and they can no longer get away with what they 're doing. I signed up with them because I was told the only "" overdraft '' fees I would to incur with be on outstanding "" checks ''. I liked that idea because I do not want to spend money I do n't have. Back in XXXX I had called asking what the overdrafts were for they told me they can occur with an instant ( XXXX ) transfers as well. I have mostly a positive running balance as you will see with the attached documents I provided. PLEASE investigate this as I am sure there are a lot of others dealing with this. It needs to stop. Thank you!",None,"CITIZENS FINANCIAL GROUP, INC.",MI,None,None,Consent provided,Web,12/3/15,Closed with monetary relief,Yes,No,1671760
10/20/16,Bank account or service,Checking account,"Account opening, closing, or management",None,XXXX XXXX XXXX was sold to key bank. Upon re-enrolling in on-line banking my account for on-line was locked. I called customer service and re-re-enrolled. I was forced to change user name and password yet again. 2 days later my account was locked yet again. upon calling customer service I was told I needed to re-enroll yet again with another new user name and password. System would not accept my original user name as it had been used previously I was told. If my information is in the bank system as being used previously then I am in the system that wont let me in. Why? No one can explain that.,None,KEYCORP,CT,6109,None,Consent provided,Web,10/20/16,Closed with monetary relief,Yes,No,2170172
1/2/17,Bank account or service,Checking account,"Account opening, closing, or management",None,"I received a certified letter from Key Bank XX/XX/2016 informing me that my account would be closed. I called the number provided, XXXX, and was told that my account indeed would be closed and they chose not to tell me the reason why. For over thirty years I have used this bank through its different iterations, from XXXX Bank, through First Niagara, and most recently Key Bank without any problems. A similar event ( the threat to close the account ) occurred in the change from First Niagara to Key, however seemingly it was resolved by my branch bank which is now closed. I do n't know why Key Bank would not want my account since I have not changed my banking habits for over thirty years. The implication is that I have abrogated the rules of banking. If I have done something illegal, I should at least be told and given the chance to defend myself.",None,KEYCORP,CT,065XX,None,Consent provided,Web,1/2/17,Closed with explanation,Yes,No,2271532
04/14/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"Hello the nature of my situation is that branch banking and trust has placed a hold and or closed my checking and saving accounts and they will not release my funds to no one but the account holder which is I however I 've talked to the corporate office of the bank in XXXX north Carolina and filed a complaint although my complaint was forwarded to in investigator name XXXX XXXX whom informed me that bb & t can not con firm my identity because the bank do n't have a signature card on file and that I was never sent XXXX when the account was opened moreove I ask the investigator that will a power of attorney will do and a copy of my birth certificate and social security card he insisted that the bank will not accepted it I advised the investigator that I am incarcerated and that what you are asking to visit a local branch I can not due however he advised me that he will be back in the office on Tuesday XXXX XXXX, 2016 and that I should contact him to gat a status update I did and was advised that my account will remain blocked and eventually donated and closed then sent to the state of Alabama and I would have to collect it from them furthermore I asked that I can send my finger prints for verification he insisted that it want do the investigator confirmed I was incarcerated so therefore any documents I would try to send to verify my identity want do because they want me to come into the branch in person I even assigned my aunt to be my power of attorney although investigator will consider that and I 've talked to several attorneys whom also advised me to contact this bureau for immediate assistance I ask that this bureau to find a solution because that bank is going beyond the scoop of the banking laws it just not right thank you",Company has responded to the consumer and the CFPB and chooses not to provide a public response,BB&T CORPORATION,AL,350XX,None,Consent provided,Web,04/14/16,Closed with explanation,Yes,Yes,1880854
6/2/15,Bank account or service,Checking account,"Account opening, closing, or management",None,"I opened personal & business accounts with PNC Bank for over 6 years without any problems or issues. I have recently revived a letter from the bank which informed me that my XXXX personal & business account will be closed on XXXX XXXX. 2015 without any explanation to given any reason. Therefore I contacted the bank 's Underwriting department over the phone, and asked them for the reason, but they failed to give me any information about the reason for accounts closure. I decided to stop by my local branch and I asked them to give me the reason, they too did not give me the reason and they claimed that they could not disclose such information. As a legitimate customer / consumer I do feel that I have a full right to know what did I do wrong to be dropped out from PNC Banking services, therefore I 'm requesting your authority to help me find the reason so I could understand it and to keep for my own references. Thank you for your assistance.",None,PNC Bank N.A.,VA,201XX,None,Consent provided,Web,6/2/15,Closed with explanation,Yes,No,1402826
07/28/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"When I applied for a Citibank Citigold account on XXXX XXXX, I had applied using a promotional code I found on the Citibank website ( attached ), which promised XXXX Thank You Points in exchange for meeting the terms and conditions set forth. I was approved for the account and Citi sent me a disclosure indicating what the requirements for meeting the terms of the agreement. The next day, on XXXX XXXX, I found another offer on the internet with a bonus of XXXX points. So I logged into my Citi account and sent them a short message asking if I could instead obtain this bonus. They said no, but they made no mention that I was ineligible for the existing XXXX point bonus I 'd signed up for. This would have been the perfect opportunity to say, "" I 'm sorry, but it seems that you do n't actually qualify for this offer because you were n't "" targeted. '' Surely Citi knew at that time my offer code was one that came from the Internet. But Citi did not do this. I received my debit card soon after. However my PIN number never arrived, so I could n't activate the card and start using it to make the online bill payments in two consecutive months within 60 days of opening the account. I was worried that I might not have enough time to meet the terms, so I called Citi and requested a new PIN number around XXXX XXXX. While I was on the phone, the helpful Citi representative reminded me what I needed to do in order to receive the bonus. This would have been the perfect time to say, "" I 'm sorry, but it appears that you were n't targeted for this offer, so you wo n't be receiving any Thank You points. '' But he did n't. Instead he assured me of what steps I 'd need to take to receive the offer. I told him that I was afraid that because the PIN was so late in coming, maybe I would n't be able to have two consecutive bill payments in the first 60 days. He said he 'd make a note in my account and be sure that I 'd still be able to receive it, strongly implying he both considered me eligible and that I 'd have more time. I was finally able to activate the card and fund the account on XXXX XXXX. ( see statements ). I submitted bill payments on XXXX XXXX and XXXX and XXXX XXXX, within 60 days of funding it ( as the representative I spoke with said I must do ). Certainly if Citi realized I was ineligible for the promotion I signed up with, they should have just told me BEFORE I met the conditions and started paying monthly fees. But, never did Citi indicate that I had been denied until took the initiative on XXXX XXXX to contact Citi to ask when the points would be posted. But neither of these things happened. Instead, Citi took my $ 30 monthly fee and gave me no indication that I would not be receiving the sign-up bonus until six months after I 'd signed up. This is deceptive. On top of that, in XXXX, when I sent a series of secure online messages to ask about this, Citi repeatedly told me that I was ineligible because I was n't targeted. However, they did n't address any of my questions about how Citi had already indicated either directly or indirectly on multiple occasions that I was eligible, even if I was n't targeted. They should n't have posted the notice on their website if they did n't want targeted people to apply. Anyone can run a web search and find it. Unfortunately it does n't seem to be active anymore. I asked twice for representatives to elevate my complaint to a manager. One time, they merely re-investigated and declared me un-targeted, thus ineligible. On XXXX XXXX, 2016 they said they 'd elevate it again to a manager, but I 've heard nothing from them in the last week. I feel like they 've been dragging their feet, hoping to get more monthly fees out of me ( next one 's due in a couple days ). Now I 'm follow through and submit my complaint to the CFPB in hopes that Citi will actually hear me. I 've searched your databases and it seems many other people have similar complaint",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",GA,300XX,None,Consent provided,Web,07/28/16,Closed with explanation,Yes,No,2036167
09/30/15,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,"in 1998 deposited XXXX $ in a XXXX XXXX XXXX IRA also in my daughter 's account for XXXX $ My children XXXX went to college -- i supported themwe did n't use this IRA. I Moved XXXX and when i returned home -- had time to go through my records and remember i filed it but did not get a refund. XXXX my children are adults in their XXXX 's. I contacted XXXX Securities many times but they could n't located my records ( as you can see my notes on the paper work, I was transfer to many departments who basically said they could find it -- i should contact the local who set it. so i did some research but the agent no longer worked at any of the offices here in XXXX XXXX but i tracked down agent who agreed to help me find this account but she too could not figure out what happened to my funds because i had a statement -- but she did not give she continued to research and realized that XXXX had sold some of accounts/money market funds ( i do n't the correct term and since the account numbers were not in there records it had be XXXX of the accounts that sold XXXX Right away i contacted Wells Fargo -- an confirmed that yes they buy some of the fund things from XXXX but since my account was so old- they would have to do research and that would cost. The fee they wanted to charge me to do it was unreasonable and almost more that the funds i had in my small IRA. The conversation was disturbing that i decided to wait and just walk in to a Wells Fargo to ask for help but i was frustrated and not sure what to do because after agent tracked it down or at least could tell by my account that it was an old XXXX number.",Company chooses not to provide a public response,WELLS FARGO & COMPANY,CA,919XX,Servicemember,Consent provided,Web,09/30/15,Closed with monetary relief,No,Yes,1586088
06/28/16,Bank account or service,Checking account,"Account opening, closing, or management",None,"I opened a checking account with Citibank under the impression that I would earn frequent flyer miles as part of a marketing campaign. After completing all the written requirements as explicitly written in Citbank 's terms and receiving further written confirmation that these requirements were complete, Citibank 's representatives are now contending that I am ineligible after all and refuse to award the promised promotional bonus as originally advertised. I fear I have fallen victim to an egregious bait-and-switch marketing trap.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",NY,100XX,None,Consent provided,Web,06/28/16,Closed with non-monetary relief,Yes,No,1989304
